time,t_hts_1,t_hts_2,t_hts_3,t_hts_4,t_lts_1,t_lts_0,t_fpsc,t_vtsc,t_amb,v_ppsc,v_pssc,b_ac,i_g
2020-05-27 05:41:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.6,8.9,0,0,0,7.2333300000000005
2020-05-27 05:41:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.6,8.9,0,0,0,7.24167
2020-05-27 05:41:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.6,10.6,8.9,0,0,0,7.35
2020-05-27 05:41:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.6,8.9,0,0,0,7.325
2020-05-27 05:41:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.6,8.9,0,0,0,7.45833
2020-05-27 05:42:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.6,8.9,0,0,0,7.6416699999999995
2020-05-27 05:42:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.71667
2020-05-27 05:42:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.71667
2020-05-27 05:42:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.78333
2020-05-27 05:42:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.8916699999999995
2020-05-27 05:42:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.84167
2020-05-27 05:42:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.9
2020-05-27 05:42:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.85
2020-05-27 05:42:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.7,8.9,0,0,0,7.9833300000000005
